company,company_name,year,world_rank,eu_rank,rnd_22,rnd_euro,rnd_org,profit_22,profit_euro,profit_org,netsales_22,netsales_euro,netsales_org,capex_22,capex_euro,capex_org,mcap_22,mcap_euro,mcap_org,emp,ex_rate_euro,currency,icb3_short,icb3_name,icb4_name,nace_rev2,country,iso2,region
DONGYUE,DONGYUE GROUP LIMITED,2022,997.0,,173.386814,173.386814,1275.8148547748,506.621265,506.621265,3727.820592123,2687.864357,2687.864357,19777.8435116774,516.095362,516.095362,3797.5328926684,2397.653896,2397.653896,17642.4168975472,7065.0,7.3582,CNY,Chemicals,Chemicals,Chemicals,2014.0,China,CN,China
DOORDASH  DOORDASH,"DOORDASH, INC.",2022,316.0,,679.730275,679.730275,725.000311315,-967.560888,-967.560888,-1032.0004431408,6171.950897,6171.950897,6583.0028267402,165.010384,165.010384,176.0000755744,20102.938633,20102.938633,21441.7943459578,16800.0,1.0666,USD,ICT services,Software & Computer Services,Computer Services,6209.0,US,US,US
DOOSAN,DOOSAN CORP.,2022,599.0,,312.295258,312.295258,419752.93332522,833.045345,833.045345,1119687.91776105,12573.603603,12573.603603,16900054.8667563,696.665928,696.665928,936381.70716552,1012.186076,1012.186076,1360469.18289084,,1344.09,KRW,Industrials,General Industrials,Diversified Industrials,1101.0,South Korea,KR,ROW
DORMAKABA,DORMAKABA HOLDING AG,2022,1134.0,,147.653483,147.653483,145.3943847101,252.351379,252.351379,248.4904029013,2892.952157,2892.952157,2848.6899889979,62.453158,62.453158,61.4976246826,1748.69926,1748.69926,1721.944161322,15352.0,0.9847,CHF,Others,Support Services,Business Support Services,2599.0,Switzerland,CH,ROW
DORO,DORO AB,2022,8839.0,865.0,5.790453,5.790453,64.4002601754,4.981228,4.981228,55.4002215704,81.776673,81.776673,909.5038017714,0.044956,0.044956,0.4999916408,33.950696,33.950696,377.5928507728,109.0,11.1218,SEK,ICT producers,Technology Hardware & Equipment,Telecommunications Equipment,2630.0,Sweden,SE,EU
DOUBLEVERIFY,DOUBLEVERIFY HOLDINGS INC,2022,1686.0,,89.178736,89.178736,95.1180398176,55.338482,55.338482,59.0240249012,424.168567,424.168567,452.4181935622,37.484546,37.484546,39.9810167636,3975.541417,3975.541417,4240.3124753722,348.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
DOUYU INTERNATIONAL HOLDINGS,DOUYU INTERNATIONAL HOLDINGS LIMITED,2022,2576.0,,51.4129,51.4129,378.30640078,-26.690772,-26.690772,-196.3960385304,953.964001,953.964001,7019.4579121582,0.791275,0.791275,5.822359705,446.489747,446.489747,3285.3608563754,1973.0,7.3582,CNY,Others,Leisure Goods,Toys,6209.0,Cayman Islands,KY,China
DOVER,DOVER CORPORATION,2022,1099.0,,153.103384,153.103384,163.3000693744,1321.780053,1321.780053,1409.8106045298,7976.834477,7976.834477,8508.0916531682,207.164911,207.164911,220.9620940726,16817.860114,16817.860114,17937.9295975924,25000.0,1.0666,USD,Industrials,Industrial Engineering,Industrial Machinery,2899.0,US,US,US
DOW,DOW INC.,2022,270.0,,797.862709,797.862709,851.0003654194,5345.961418,5345.961418,5702.0024484388,53348.982218,53348.982218,56902.0244337188,1715.73297,1715.73297,1830.000785802,34339.54346,34339.54346,36626.557054436,37800.0,1.0666,USD,Chemicals,Chemicals,Chemicals,2016.0,US,US,US
DOWA,"DOWA HOLDINGS CO., LTD.",2022,2318.0,,60.564968,60.564968,8519.06839888,321.24383,321.24383,45186.1571278,5513.398217,5513.398217,775514.59320322,209.874684,209.874684,29520.97305144,2308.968678,2308.968678,324779.53424748,7569.0,140.66,JPY,Industrials,Mining,Mining,2444.0,Japan,JP,Japan
DOXIMITY,"DOXIMITY, INC.",2022,1854.0,,80.148168,80.148168,85.4860359888,117.324258,117.324258,125.1380535828,392.885974,392.885974,419.0521798684,5.797864,5.797864,6.1840017424,3437.601906,3437.601906,3666.5461929396,977.0,1.0666,USD,ICT services,Software & Computer Services,Computer Services,6209.0,US,US,US
DR HOENLE,DR. HOENLE AG,2022,7986.0,809.0,7.154,7.154,7.154,-10.428,-10.428,-10.428,126.529,126.529,126.529,4.394,4.394,4.394,122.168037,122.168037,122.168037,648.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2711.0,Germany,DE,EU
DR REDDY'S LABORATORIES,DR REDDY'S LABORATORIES LIMITED,2022,849.0,,207.973472,207.973472,18337.228999712,660.647599,660.647599,58249.959451429,2784.595371,2784.595371,245520.558456441,128.233697,128.233697,11306.493298187,8004.096691,8004.096691,705729.209342161,25863.0,88.171,INR,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,India,IN,ROW
DRAFTKINGS,DRAFTKINGS INC.,2022,534.0,,358.407241,358.407241,382.2771632506,-1417.360443,-1417.360443,-1511.7566485038,2100.564374,2100.564374,2240.4619613084,30.378786,30.378786,32.4020131476,6753.843003,6753.843003,7203.6489469998,4200.0,1.0666,USD,Others,Travel & Leisure,Recreational Services,9329.0,US,US,US
DRAGERWERK,DRAEGERWERK AG & CO. KGAA,2022,572.0,108.0,334.304,334.304,334.304,-77.868,-77.868,-77.868,3045.227,3045.227,3045.227,79.714,79.714,79.714,403.340013,403.340013,403.340013,16219.0,1.0,EUR,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,2651.0,Germany,DE,EU
DRAUPNIR,Draupnir Holding B.V.,2022,3575.0,477.0,30.946,30.946,30.946,24.891,24.891,24.891,623.339,623.339,623.339,85.582,85.582,85.582,,,,2539.0,1.0,EUR,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,7022.0,Netherlands,NL,EU
DRB-HICOM,DRB-HICOM BERHAD,2022,1780.0,,83.842376,83.842376,393.9250193984,112.777321,112.777321,529.8729649864,3295.588082,3295.588082,15483.9910444688,190.53948,190.53948,895.230692832,591.442186,591.442186,2778.8319667024,45000.0,4.6984,MYR,Automobiles & Parts,Automobiles & Parts,Automobiles & Parts,2910.0,Malaysia,MY,ROW
DROPBOX,"DROPBOX, INC.",2022,258.0,,836.208872,836.208872,891.9003828752,171.198273,171.198273,182.6000779818,2179.730919,2179.730919,2324.9009982054,31.689494,31.689494,33.8000143004,5875.863832,5875.863832,6267.1963632112,3118.0,1.0666,USD,ICT services,Software & Computer Services,Computer Services,5829.0,US,US,US
DS ROSE HOLDCO,DS ROSE HOLDCO PRIME GMBH,2022,10882.0,976.0,3.535,3.535,3.535,10.127,10.127,10.127,111.742,111.742,111.742,,,,,,,615.0,1.0,EUR,Financial,Real Estate Investment & Services,Real Estate Holding & Development,6420.0,Germany,DE,EU
DSM,KONINKLIJKE DSM N.V,2022,569.0,107.0,337.0,337.0,337.0,2006.0,2006.0,2006.0,10480.0,10480.0,10480.0,506.0,506.0,506.0,22259.000526,22259.000526,22259.000526,20682.0,1.0,EUR,Chemicals,Chemicals,Chemicals,2059.0,Netherlands,NL,EU
DSV,DSV A/S,2022,3495.0,468.0,32.004108,32.004108,237.998549142,3390.149443,3390.149443,25210.8463328695,31690.118145,31690.118145,235663.563585293,203.589157,203.589157,1513.9907660305,34502.714463,34502.714463,256579.436104099,76283.0,7.4365,DKK,Industrials,Industrial Transportation,Industrial Transportation,5229.0,Denmark,DK,EU
DUCK CREEK,"DUCK CREEK TECHNOLOGIES, INC.",2022,2505.0,,53.631187,53.631187,57.2030240542,-4.05963,-4.05963,-4.330001358,284.002559,284.002559,302.9171294294,1.202888,1.202888,1.2830003408,1479.090358,1479.090358,1577.5977758428,1883.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
DUERKOPP ADLER,DÜRKOPP ADLER GMBH,2022,6545.0,726.0,10.645,10.645,10.645,5.593,5.593,5.593,145.269,145.269,145.269,,,,,,,1455.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2894.0,Germany,DE,EU
DUERR,DUERR AG,2022,1113.0,197.0,152.001,152.001,152.001,213.52,213.52,213.52,4314.066,4314.066,4314.066,74.933,74.933,74.933,1515.525526,1515.525526,1515.525526,18514.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2899.0,Germany,DE,EU
DUERR DENTAL,DÜRR DENTAL SE,2022,4199.0,526.0,23.763,23.763,23.763,64.014,64.014,64.014,316.346,316.346,316.346,,,,,,,1226.0,1.0,EUR,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,3250.0,Germany,DE,EU
DUOLINGO,"DUOLINGO, INC.",2022,1156.0,,144.955059,144.955059,154.6090659294,-60.807264,-60.807264,-64.8570277824,346.423362,346.423362,369.4951579092,5.214703,5.214703,5.5620022198,2698.312829,2698.312829,2878.0204634114,600.0,1.0666,USD,ICT services,Software & Computer Services,Computer Services,6209.0,US,US,US
DUPONT,"DUPONT DE NEMOURS, INC.",2022,382.0,,545.659338,545.659338,582.0002499108,1902.307211,1902.307211,2029.0008712526,12204.205503,12204.205503,13017.0055894998,696.606337,696.606337,743.0003190442,26129.940091,26129.940091,27870.1941010606,23000.0,1.0666,USD,Chemicals,Chemicals,Specialty Chemicals,2110.0,US,US,US
DVS TECHNOLOGY,DVS TECHNOLOGY AG,2022,8496.0,846.0,6.295,6.295,6.295,-0.302,-0.302,-0.302,219.868,219.868,219.868,3.732,3.732,3.732,100.070646,100.070646,100.070646,1297.0,1.0,EUR,Industrials,Industrial Engineering,Industrial Machinery,2849.0,Germany,DE,EU
DYNANONIC,"SHENZHEN DYNANONIC CO.,LTD.",2022,2455.0,,55.240638,55.240638,406.4716625316,461.154485,461.154485,3393.266931527,3015.660268,3015.660268,22189.8313839976,343.043926,343.043926,2524.1858162932,6098.703731,6098.703731,44875.4817934442,7822.0,7.3582,CNY,Chemicals,Chemicals,Chemicals,2013.0,China,CN,China
DYNAPAC COMPACTION EQUIPMENT,DYNAPAC COMPACTION EQUIPMENT AB,2022,9859.0,922.0,4.462066,4.462066,49.6262056388,5.061432,5.061432,56.2922344176,21.192072,21.192072,235.6939863696,,,,,,,307.0,11.1218,SEK,Industrials,Industrial Engineering,Industrial Machinery,2892.0,Sweden,SE,EU
DYNATRACE,"DYNATRACE, INC.",2022,863.0,,204.71507,204.71507,218.349093662,87.147984,87.147984,92.9520397344,1086.190228,1086.190228,1158.5304971848,20.19502,20.19502,21.540008332,10285.613237,10285.613237,10970.6350785842,4180.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
DYNAUDIO,DYNAUDIO A/S,2022,8604.0,852.0,6.126769,6.126769,45.5617176685,-6.468863,-6.468863,-48.1056996995,47.439366,47.439366,352.782845259,,,,,,,196.0,7.4365,DKK,Others,Leisure Goods,Consumer Electronics,2640.0,Denmark,DK,EU
DYNE THERAPEUTICS,"DYNE THERAPEUTICS, INC.",2022,1243.0,,133.845922,133.845922,142.7600604052,-160.286961,-160.286961,-170.9620726026,0.0,0.0,0.0,2.875493,2.875493,3.0670008338,475.624276,475.624276,507.3008527816,123.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
DYSON TECHNOLOGY,DYSON TECHNOLOGY LIMITED,2022,1081.0,,156.705245,156.705245,138.98658294785,385.144156,385.144156,341.59590628108,5166.860473,5166.860473,4582.64355931789,,,,,,,2901.0,0.88693,GBP,Industrials,General Industrials,Diversified Industrials,7219.0,UK,GB,ROW
DZS,DZS INC,2022,2533.0,,52.619561,52.619561,56.1240237626,-25.816624,-25.816624,-27.5360111584,352.232478,352.232478,375.6911610348,4.249017,4.249017,4.5320015322,348.084201,348.084201,371.2666087866,765.0,1.0666,USD,ICT services,Fixed Line Telecommunications,Fixed Line Telecommunications,2630.0,US,US,US
E INK,E INK HOLDINGS INC.,2022,1479.0,,105.652927,105.652927,3456.96377144,302.587549,302.587549,9900.66460328,917.790177,917.790177,30030.09459144,94.689581,94.689581,3098.24309032,8338.956449,8338.956449,272850.65501128,,32.72,TWD,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,Taiwan,TW,ROW
E.ON,E.ON SE,2022,1154.0,198.0,145.0,145.0,145.0,-2939.0,-2939.0,-2939.0,115660.0,115660.0,115660.0,4576.0,4576.0,4576.0,22551.580197,22551.580197,22551.580197,71613.0,1.0,EUR,Energy,"Gas, Water & Multiutilities","Gas, Water & Multiutilities",3511.0,Germany,DE,EU
E2OPEN PARENT,"E2OPEN PARENT HOLDINGS, INC.",2022,1643.0,,91.863905,91.863905,97.982041073,-870.15507,-870.15507,-928.107397662,611.490043,611.490043,652.2152798638,45.059085,45.059085,48.060020061,1944.6716,1944.6716,2074.18672856,4017.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
EAST JAPAN RAILWAY,EAST JAPAN RAILWAY COMPANY,2022,1217.0,,137.05395,137.05395,19278.008607,859.225291,859.225291,120858.62943206,17002.139477,17002.139477,2391520.93883482,3926.813734,3926.813734,552345.61982444,19336.775489,19336.775489,2719910.84028274,69235.0,140.66,JPY,Others,Travel & Leisure,Travel & Leisure,4910.0,Japan,JP,Japan
EAST MONEY INFORMATION,"EAST MONEY INFORMATION CO.,LTD.",2022,1331.0,,122.60723,122.60723,902.168519786,1153.319696,1153.319696,8486.3569871072,606.225434,606.225434,4460.7279884588,82.879893,82.879893,609.8468286726,33037.157378,33037.157378,243094.0114188,6205.0,7.3582,CNY,Financial,Financial Services,Specialty Finance,6612.0,China,CN,China
EASTMAN CHEMICAL,EASTMAN CHEMICAL CO,2022,742.0,,247.515576,247.515576,264.0001133616,1158.822924,1158.822924,1236.0005307384,9919.37422,9919.37422,10580.004543052,585.036816,585.036816,624.0002679456,10477.759941,10477.759941,11175.5787530706,14500.0,1.0666,USD,Chemicals,Chemicals,Chemicals,2016.0,US,US,US
EASY SOFTWARE,EASY SOFTWARE AG,2022,9130.0,879.0,5.372,5.372,5.372,0.654,0.654,0.654,49.434,49.434,49.434,0.525,0.525,0.525,,,,268.0,1.0,EUR,ICT services,Software & Computer Services,Software,5829.0,Germany,DE,EU
EATON CORPORATION,EATON CORPORATION PLC,2022,338.0,66.0,623.476735,623.476735,665.000285551,2807.989205,2807.989205,2995.001286053,19456.224368,19456.224368,20752.0089109088,560.660282,560.660282,598.0002567812,51025.440771,51025.440771,54423.7351263486,92000.0,1.0666,USD,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,2790.0,Ireland,IE,EU
EBARA,EBARA CORPORATION,2022,1439.0,,108.874171,108.874171,15314.24089286,499.36237,499.36237,70240.3109642,4812.331672,4812.331672,676902.57298352,172.08254,172.08254,24205.1300764,3461.543396,3461.543396,486900.69408136,19095.0,140.66,JPY,Industrials,Industrial Engineering,Industrial Machinery,2813.0,Japan,JP,Japan
EBAY,EBAY INC,2022,170.0,,1368.83614,1368.83614,1460.000626924,2514.533238,2514.533238,2682.0011516508,9183.390405,9183.390405,9795.004205973,420.963991,420.963991,449.0001928006,22729.808321,22729.808321,24243.6135551786,11600.0,1.0666,USD,Others,General Retailers,General Retailers,4778.0,US,US,US
EBERSPAECHER,EBERSPÄCHER GRUPPE GMBH & CO. KG,2022,2008.0,308.0,73.418,73.418,73.418,-20.966,-20.966,-20.966,6437.472,6437.472,6437.472,140.211,140.211,140.211,,,,10681.0,1.0,EUR,Automobiles & Parts,Automobiles & Parts,Automobiles & Parts,6420.0,Germany,DE,EU
ECHOSTAR,ECHOSTAR CORPORATION,2022,2537.0,,52.423611,52.423611,55.9150234926,177.802439,177.802439,189.6440814374,1873.330074,1873.330074,1998.0938569284,305.54204,305.54204,325.891139864,612.492897,612.492897,653.2849239402,2300.0,1.0666,USD,Others,Media,Telecommunications Equipment,6020.0,US,US,US
ECKERT & ZIEGLER,ECKERT & ZIEGLER STRAHLEN- UND MEDIZINTECHNIK AG,2022,7556.0,780.0,8.008,8.008,8.008,42.969,42.969,42.969,222.26,222.26,222.26,31.13,31.13,31.13,3312.983829,3312.983829,3312.983829,976.0,1.0,EUR,Others,General Retailers,Specialty Retailers,4674.0,Germany,DE,EU
ECOLAB,ECOLAB INC,2022,970.0,,178.13621,178.13621,190.000081586,1662.198351,1662.198351,1772.9007611766,13301.89958,13301.89958,14187.806092028,668.292055,668.292055,712.800305863,43774.42576,43774.42576,46689.802515616,47000.0,1.0666,USD,Chemicals,Chemicals,Chemicals,4221.0,US,US,US
ECOPRO,"ECOPRO CO.,LTD.",2022,2551.0,,52.115228,52.115228,70047.55680252,453.670015,453.670015,609773.33046135,4172.327182,4172.327182,5607983.24205438,501.504076,501.504076,674066.61351084,2120.047508,2120.047508,2849534.65502772,,1344.09,KRW,ICT producers,Electronic & Electrical Equipment,Electrical Components & Equipment,6420.0,South Korea,KR,ROW
ECOVACS ROBOTICS,"ECOVACS ROBOTICS CO.,LTD.",2022,1580.0,,97.096297,97.096297,714.4539725854,257.048186,257.048186,1891.4119622252,2026.164579,2026.164579,14908.9242051978,90.816398,90.816398,668.2452197636,6174.06763,6174.06763,45430.024435066,8899.0,7.3582,CNY,Industrials,Industrial Engineering,Industrial Machinery,2899.0,China,CN,China
EDAP TMS,EDAP TMS S.A.,2022,9477.0,898.0,4.92,4.92,4.92,-4.257,-4.257,-4.257,55.108,55.108,55.108,0.613,0.613,0.613,265.758768,265.758768,265.758768,264.0,1.0,EUR,Health industries,Health Care Equipment & Services,Medical Equipment,3250.0,France,FR,EU
EDDING,EDDING AG,2022,14269.0,1088.0,1.8,1.8,1.8,5.651,5.651,5.651,159.218,159.218,159.218,1.946,1.946,1.946,24.134169,24.134169,24.134169,769.0,1.0,EUR,Others,Household Goods & Home Construction,Nondurable Household Products,3299.0,Germany,DE,EU
EDGEWELL PERSONAL CARE,EDGEWELL PERSONAL CARE COMPANY,2022,2555.0,,52.034524,52.034524,55.5000232984,220.42012,220.42012,235.100099992,2036.09688,2036.09688,2171.700932208,52.878327,52.878327,56.4000235782,1893.071551,1893.071551,2019.1501162966,7000.0,1.0666,USD,Others,Household Goods & Home Construction,Household Goods & Home Construction,2042.0,US,US,US
EDGIO,EDGIO INC,2022,1889.0,,78.428685,78.428685,83.652035421,-91.306995,-91.306995,-97.388040867,317.455602,317.455602,338.5981450932,33.321784,33.321784,35.5410148144,476.798133,476.798133,508.5528886578,980.0,1.0666,USD,Others,Support Services,Software & Computer Services,7490.0,US,US,US
EDITAS MEDICINE,"EDITAS MEDICINE, INC.",2022,1150.0,,145.552284,145.552284,155.2460661144,-211.841456,-211.841456,-225.9500969696,18.481163,18.481163,19.7120084558,3.860867,3.860867,4.1180007422,947.34483,947.34483,1010.437995678,226.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,2120.0,US,US,US
EDWARDS LIFESCIENCES,EDWARDS LIFESCIENCES CORP,2022,245.0,,886.180766,886.180766,945.2004050156,1711.045175,1711.045175,1825.000783655,5046.317561,5046.317561,5382.4023105626,229.326931,229.326931,244.6001046046,52369.110693,52369.110693,55856.8934651538,17300.0,1.0666,USD,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,3250.0,US,US,US
EFORE,ENEDO OYJ,2022,10016.0,928.0,4.307,4.307,4.307,0.254,0.254,0.254,46.799,46.799,46.799,2.048,2.048,2.048,17.541938,17.541938,17.541938,357.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2611.0,Finland,FI,EU
EIGER BIOPHARMACEUTICALS,"EIGER BIOPHARMACEUTICALS, INC.",2022,2064.0,,70.581316,70.581316,75.2820316456,-86.949221,-86.949221,-92.7400391186,12.642045,12.642045,13.484005197,0.31877,0.31877,0.340000082,340.489212,340.489212,363.1657935192,56.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
EISAICO,"EISAICO.,LTD.",2022,203.0,,1117.140598,1117.140598,157136.99651468,282.992271,282.992271,39805.69283886,5261.370484,5261.370484,740064.37227944,159.565261,159.565261,22444.44961226,11941.493008,11941.493008,1679690.40650528,11076.0,140.66,JPY,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,Japan,JP,Japan
EKINOPS,EKINOPS,2022,4666.0,581.0,19.528,19.528,19.528,7.976,7.976,7.976,127.617,127.617,127.617,3.018,3.018,3.018,182.900488,182.900488,182.900488,504.0,1.0,EUR,ICT producers,Technology Hardware & Equipment,Telecommunications Equipment,7490.0,France,FR,EU
EL EN,EL.EN. S.P.A.,2022,4614.0,573.0,19.946,19.946,19.946,85.057,85.057,85.057,673.581,673.581,673.581,17.441,17.441,17.441,1080.025463,1080.025463,1080.025463,2105.0,1.0,EUR,ICT producers,Electronic & Electrical Equipment,Electronic Equipment,2790.0,Italy,IT,EU
ELAN MICROELECTRONICS,ELAN MICROELECTRONICS CORP,2022,2172.0,,66.105145,66.105145,2162.9603444,86.372912,86.372912,2826.12168064,397.839245,397.839245,13017.3000964,5.171534,5.171534,169.21259248,900.88305,900.88305,29476.893396,,32.72,TWD,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,Taiwan,TW,ROW
ELANCO ANIMAL HEALTH,ELANCO ANIMAL HEALTH INCORPORATED,2022,620.0,,300.956439,300.956439,321.0001378374,284.080377,284.080377,303.0001301082,4135.572749,4135.572749,4411.0018940834,128.445583,128.445583,137.0000588278,6725.429039,6725.429039,7173.3426129974,9740.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,US,US,US
ELASTIC,ELASTIC N.V.,2022,646.0,122.0,288.373459,288.373459,307.5791313694,-205.486681,-205.486681,-219.1720939546,1002.240257,1002.240257,1068.9894581162,2.516408,2.516408,2.6840007728,7472.652325,7472.652325,7970.330969845,2886.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,Netherlands,NL,EU
ELBIT SYSTEMS,ELBIT SYSTEMS LIMITED,2022,467.0,,436.12807,436.12807,465.174199462,344.537931,344.537931,367.4841572046,5167.402368,5167.402368,5511.5513657088,192.302726,192.302726,205.1100875516,8423.713897,8423.713897,8984.7332425402,18407.0,1.0666,USD,Aerospace & Defence,Aerospace & Defence,Aerospace & Defence,2611.0,Israel,IL,ROW
ELECTRIC POWER DEVELOPMENT,ELECTRIC POWER DEVELOPMENT COMPANY LIMITED,2022,2016.0,,73.053975,73.053975,10275.7721235,1299.570567,1299.570567,182797.59595422,13018.549177,13018.549177,1831189.12723682,1023.872384,1023.872384,144017.88953344,2773.885158,2773.885158,390174.68632428,7078.0,140.66,JPY,Energy,Electricity,Electricity,3511.0,Japan,JP,Japan
ELECTRICITE DE FRANCE,ELECTRICITE DE FRANCE,2022,274.0,54.0,792.0,792.0,792.0,-16642.0,-16642.0,-16642.0,143476.0,143476.0,143476.0,16923.0,16923.0,16923.0,46386.346868,46386.346868,46386.346868,171490.0,1.0,EUR,Energy,Electricity,Electricity,3511.0,France,FR,EU
ELECTROLUX,AB ELECTROLUX,2022,403.0,79.0,505.585746,505.585746,5623.0235498628,-81.282147,-81.282147,-904.0037825046,12127.584122,12127.584122,134880.56508806,507.923507,507.923507,5649.0236601526,3342.589396,3342.589396,37175.6107444328,50769.0,11.1218,SEK,Others,Household Goods & Home Construction,Household Goods & Home Construction,2751.0,Sweden,SE,EU
ELECTRONIC ARTS,ELECTRONIC ARTS INC,2022,102.0,,2182.637352,2182.637352,2328.0009996432,1289.143625,1289.143625,1375.000590425,6962.313134,6962.313134,7426.0031887244,194.074713,194.074713,207.0000888858,33072.96671,33072.96671,35275.626292886,13400.0,1.0666,USD,ICT services,Software & Computer Services,Software,5829.0,US,US,US
ELEKTA,ELEKTA AB,2022,874.0,156.0,201.497004,201.497004,2241.0093790872,128.666762,128.666762,1431.0059936116,1516.75724,1516.75724,16869.070671832,18.612173,18.612173,207.0008656714,2030.226474,2030.226474,22579.7727985332,4390.0,11.1218,SEK,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,2660.0,Sweden,SE,EU
ELEVATION,"ELEVATION ONCOLOGY, INC.",2022,1993.0,,73.801831,73.801831,78.7170329446,-88.645265,-88.645265,-94.549039649,0.0,0.0,0.0,0.08063,0.08063,0.085999958,25.110101,25.110101,26.7824337266,33.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Biotechnology,7211.0,US,US,US
ELI LILLY,ELI LILLY AND COMPANY,2022,27.0,,6741.799257,6741.799257,7190.8030875162,6703.828117,6703.828117,7150.3030695922,26759.246442,26759.246442,28541.4122550372,1738.515653,1738.515653,1854.3007954898,268349.234452,268349.234452,286221.293466503,39000.0,1.0666,USD,Health industries,Pharmaceuticals & Biotechnology,Pharmaceuticals,2120.0,US,US,US
ELIA,ELIA GROUP SA,2022,1678.0,262.0,89.5,89.5,89.5,617.1,617.1,617.1,3616.0,3616.0,3616.0,1455.4,1455.4,1455.4,10645.501015,10645.501015,10645.501015,3127.0,1.0,EUR,Energy,Electricity,Electricity,3511.0,Belgium,BE,EU
ELICA,ELICA SPA,2022,8050.0,812.0,7.026,7.026,7.026,26.534,26.534,26.534,548.574,548.574,548.574,18.375,18.375,18.375,189.335173,189.335173,189.335173,2685.0,1.0,EUR,Others,Household Goods & Home Construction,Household Goods & Home Construction,2751.0,Italy,IT,EU
ELION ENERGY,ELION ENERGY COMPANY LIMITED,2022,2564.0,,51.770598,51.770598,380.9384142036,101.293949,101.293949,745.3411355318,1462.087427,1462.087427,10758.3317053514,55.456225,55.456225,408.057994795,2437.059119,2437.059119,17932.3684094258,3880.0,7.3582,CNY,Industrials,Mining,General Mining,899.0,China,CN,China
ELISA,ELISA OYJ,2022,4452.0,550.0,21.4,21.4,21.4,470.0,470.0,470.0,2129.5,2129.5,2129.5,270.9,270.9,270.9,8912.265707,8912.265707,8912.265707,5623.0,1.0,EUR,ICT services,Mobile Telecommunications,Mobile Telecommunications,6190.0,Finland,FI,EU
ELKEM,ELKEM ASA,2022,1419.0,,111.156842,111.156842,1168.6808054196,1122.218186,1122.218186,11798.7775639668,4280.631953,4280.631953,45005.7082274514,400.602035,400.602035,4211.849675583,2411.432646,2411.432646,25353.3205535148,7372.0,10.5138,NOK,Industrials,Industrial Metals & Mining,Iron & Steel,2410.0,Norway,NO,ROW
ELLAB,ELLAB A/S,2022,11754.0,1013.0,2.918021,2.918021,21.6998631665,24.904037,24.904037,185.1988711505,115.403048,115.403048,858.194766452,,,,,,,633.0,7.4365,DKK,Health industries,Health Care Equipment & Services,Health Care Equipment & Services,3250.0,Denmark,DK,EU
ELLAKTOR,ELLAKTOR S.A,2022,7912.0,803.0,7.305,7.305,7.305,145.223,145.223,145.223,1043.544,1043.544,1043.544,44.01,44.01,44.01,609.336,609.336,609.336,7245.0,1.0,EUR,Construction & Materials,Construction & Materials,Construction & Materials,4120.0,Greece,GR,EU
ELMOS SEMICONDUCTOR,ELMOS SEMICONDUCTOR SE,2022,2164.0,326.0,66.38,66.38,66.38,107.317,107.317,107.317,447.247,447.247,447.247,72.105,72.105,72.105,750.480027,750.480027,750.480027,1200.0,1.0,EUR,ICT producers,Technology Hardware & Equipment,Semiconductors,2611.0,Germany,DE,EU
ELO,ELO,2022,2054.0,313.0,71.0,71.0,71.0,,,,33485.0,33485.0,33485.0,693.0,693.0,693.0,,,,161476.0,1.0,EUR,Others,General Retailers,General Retailers,7010.0,France,FR,EU
ELOS,ELOS MEDTECH AB,2022,14116.0,1082.0,1.861037,1.861037,20.6980813066,10.949172,10.949172,121.7745011496,79.892258,79.892258,888.5457150244,10.540694,10.540694,117.2314905292,164.467614,164.467614,1829.1759093852,626.0,11.1218,SEK,Health industries,Health Care Equipment & Services,Medical Equipment,1623.0,Sweden,SE,EU
